,|V|,|E|,Preordering ILP,Preordering ILP Gap,Preordering ILP T,Clustering ILP,Clustering ILP Gap,Clustering ILP T,Partial Ordering ILP,Partial Ordering ILP Gap,Partial Ordering ILP T,Successive ILPs,Successive ILPs Gap,Successive ILPs T,LP,LP T,LP+OCW,LP+OCW T,GDC,GDC T,GAI,GAI T,GDC+GAI,GDC+GAI T
102765423,84,1070,571.0,0.0087565674255691,500.01645708084106,241.99999999999983,0.0,9.643980741500854,568.0,0.0123239436619718,500.0485606193543,,,,599.0,0.4988095760345459,590.0372308001683,4.669799566268921,485,0.0008211135864257,458,0.0175366401672363,531,0.0092067718505859
402970625,84,736,411.0,0.0,0.168142557144165,124.0,0.0,0.7818059921264648,411.0,0.0,0.1027214527130127,196.0,0.0,1.249739646911621,411.0,0.1348989009857177,411.0,0.150648832321167,381,0.0007867813110351,288,0.018845796585083,407,0.0059149265289306
29357507,85,496,285.0,0.0,0.0789120197296142,168.0,0.0,0.0774435997009277,266.0,0.0,0.4605996608734131,231.0,0.0,0.2061259746551513,285.0,0.0599422454833984,285.0,0.0716090202331543,230,0.0008168220520019,256,0.0155866146087646,254,0.0080010890960693
212718048,85,414,209.0,0.0,2.3028488159179688,148.0,0.0,0.1477777957916259,202.0,0.0,3.124025583267212,175.0,0.0,0.2633969783782959,222.5,0.0651698112487793,216.48996298297607,0.7095780372619629,180,0.0007998943328857,186,0.0125164985656738,199,0.0041968822479248
225302763,85,1512,846.0,0.0319148936170212,500.12759733200073,282.0000000000004,0.0,23.15039730072021,846.0,0.0283687943262411,500.0099000930786,,,,888.0000000000007,2.2392220497131348,873.439561779836,17.303345918655396,674,0.0008063316345214,602,0.0173709392547607,828,0.0139331817626953
280329780,85,1833,995.0,0.0311557788944723,500.0163366794586,462.0,0.0,35.06883978843689,987.0,0.0405268490374873,500.0399549007416,,,,1028.954077479941,10.48475170135498,1025.8227636227484,21.143190383911133,818,0.0008037090301513,708,0.01823091506958,968,0.0141389369964599
18917716,86,356,211.0,0.0,0.0568780899047851,116.0,0.0,0.0370292663574218,204.0,0.0,0.1208205223083496,146.0,0.0,0.1699612140655517,211.0,0.045372724533081,211.0,0.0542733669281005,178,0.0007979869842529,170,0.0138628482818603,200,0.005216360092163
21339164,86,1656,725.0,0.1931024306594581,500.0114359855652,549.9999999999998,0.0,3.95049786567688,735.0,0.1619047619047619,500.0438342094421,,,,867.0000000000002,4.37575101852417,852.8000000000008,24.082777500152588,646,0.0008020401000976,776,0.0166373252868652,704,0.0150127410888671
42912024,86,1752,832.0,0.0877400644391255,500.0109040737152,412.0,0.0,91.09477996826172,835.0,0.0874251497005988,500.0084652900696,,,,907.4999999999968,10.57662296295166,895.8894769433543,48.82139253616333,724,0.0008199214935302,652,0.0168662071228027,805,0.0176270008087158
5506012,87,760,366.0,0.0,328.8261995315552,228.0,0.0,0.307335615158081,362.0,0.0,343.8419201374054,256.0,0.0,0.4574153423309326,394.7499999999999,0.3243906497955322,380.0379641356181,9.876754999160768,326,0.0007996559143066,288,0.0138266086578369,350,0.0058927536010742
37792861,87,1119,552.0,0.0072463768115942,500.0093915462494,232.0,0.0,13.268503904342651,551.0,0.0108892921960072,500.0208330154419,,,,586.0,0.7720284461975098,566.9789378742639,8.942612648010254,497,0.0008268356323242,366,0.020775556564331,540,0.0104806423187255
